technique_id,name,phases,platforms,permissions,mitre_tactic_score
T1087,Account Discovery,discovery,"ESXi,IaaS,Identity Provider,Linux,macOS,Office Suite,SaaS,Windows",,2
T1090,Proxy,command-and-control,"ESXi,Linux,macOS,Network Devices,Windows",,4
T1059,Command and Scripting Interpreter,execution,"ESXi,IaaS,Identity Provider,Linux,macOS,Network Devices,Office Suite,Windows",,3
T1204.005,Malicious Library,execution,"Linux,macOS,Windows",,3
T1562.006,Indicator Blocking,defense-evasion,"Windows,macOS,Linux,ESXi",,3
T1136.002,Domain Account,persistence,"Linux,macOS,Windows",,3
T1564.014,Extended Attributes,defense-evasion,"Linux,macOS",,3
T1589.003,Employee Names,reconnaissance,PRE,,1
T1677,Poisoned Pipeline Execution,execution,SaaS,,3
T1482,Domain Trust Discovery,discovery,Windows,,2
T1558.001,Golden Ticket,credential-access,Windows,,4
T1020,Automated Exfiltration,exfiltration,"Linux,macOS,Network Devices,Windows",,4
T1592.004,Client Configurations,reconnaissance,PRE,,1
T1562.007,Disable or Modify Cloud Firewall,defense-evasion,IaaS,,3
T1219.001,IDE Tunneling,command-and-control,"Linux,macOS,Windows",,4
T1036.002,Right-to-Left Override,defense-evasion,"Linux,macOS,Windows",,3
T1588.001,Malware,resource-development,PRE,,1
T1027.017,SVG Smuggling,defense-evasion,"Linux,macOS,Windows",,3
T1542.002,Component Firmware,"persistence,defense-evasion","Windows,Linux,macOS",,3
T1070,Indicator Removal,defense-evasion,"Containers,ESXi,Linux,macOS,Network Devices,Office Suite,Windows",,3
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,"Linux,macOS,Windows,ESXi",,4
T1137.001,Office Template Macros,persistence,"Windows,Office Suite",,3
T1583.003,Virtual Private Server,resource-development,PRE,,1
T1213.001,Confluence,collection,SaaS,,2
T1550.003,Pass the Ticket,"defense-evasion,lateral-movement",Windows,,4
T1609,Container Administration Command,execution,Containers,,3
T1083,File and Directory Discovery,discovery,"ESXi,Linux,macOS,Network Devices,Windows",,2
T1568,Dynamic Resolution,command-and-control,"Linux,macOS,Windows,ESXi",,4
T1036.004,Masquerade Task or Service,defense-evasion,"Linux,macOS,Windows",,3
T1055.004,Asynchronous Procedure Call,"defense-evasion,privilege-escalation",Windows,,5
T1020.001,Traffic Duplication,exfiltration,"Network Devices,IaaS",,4
T1647,Plist File Modification,defense-evasion,macOS,,3
T1127.003,JamPlus,defense-evasion,Windows,,3
T1546.009,AppCert DLLs,"privilege-escalation,persistence",Windows,,5
T1114.003,Email Forwarding Rule,collection,"Linux,macOS,Office Suite,Windows",,2
T1074,Data Staged,collection,"Windows,IaaS,Linux,macOS,ESXi",,2
T1649,Steal or Forge Authentication Certificates,credential-access,"Windows,Linux,macOS,Identity Provider",,4
T1098.005,Device Registration,"persistence,privilege-escalation","Windows,Identity Provider",,5
T1049,System Network Connections Discovery,discovery,"Windows,IaaS,Linux,macOS,Network Devices,ESXi",,2
T1584,Compromise Infrastructure,resource-development,PRE,,1
T1553.005,Mark-of-the-Web Bypass,defense-evasion,Windows,,3
T1600.002,Disable Crypto Hardware,defense-evasion,Network Devices,,3
T1542,Pre-OS Boot,"defense-evasion,persistence","Linux,Network Devices,Windows,macOS",,3
T1612,Build Image on Host,defense-evasion,Containers,,3
T1055.002,Portable Executable Injection,"defense-evasion,privilege-escalation",Windows,,5
T1218.012,Verclsid,defense-evasion,Windows,,3
T1586,Compromise Accounts,resource-development,PRE,,1
T1569.001,Launchctl,execution,macOS,,3
T1584.005,Botnet,resource-development,PRE,,1
T1059.008,Network Device CLI,execution,Network Devices,,3
T1552.003,Shell History,credential-access,"Linux,macOS,Windows",,4
T1562.010,Downgrade Attack,defense-evasion,"Windows,Linux,macOS",,3
T1559.003,XPC Services,execution,macOS,,3
T1497,Virtualization/Sandbox Evasion,"defense-evasion,discovery","Linux,macOS,Windows",,3
T1102,Web Service,command-and-control,"ESXi,Linux,Windows,macOS",,4
T1552.001,Credentials In Files,credential-access,"Containers,IaaS,Linux,macOS,Windows",,4
T1568.003,DNS Calculation,command-and-control,"Linux,macOS,Windows,ESXi",,4
T1218.005,Mshta,defense-evasion,Windows,,3
T1547.015,Login Items,"persistence,privilege-escalation",macOS,,5
T1608,Stage Capabilities,resource-development,PRE,,1
T1608.005,Link Target,resource-development,PRE,,1
T1104,Multi-Stage Channels,command-and-control,"Linux,macOS,Windows,ESXi",,4
T1657,Financial Theft,impact,"Linux,macOS,Office Suite,SaaS,Windows",,5
T1480,Execution Guardrails,defense-evasion,"ESXi,Linux,macOS,Windows",,3
T1619,Cloud Storage Object Discovery,discovery,IaaS,,2
T1606.001,Web Cookies,credential-access,"Linux,macOS,Windows,SaaS,IaaS",,4
T1654,Log Enumeration,discovery,"ESXi,IaaS,Linux,macOS,Windows",,2
T1134.001,Token Impersonation/Theft,"defense-evasion,privilege-escalation",Windows,,5
T1567.001,Exfiltration to Code Repository,exfiltration,"Linux,macOS,Windows,ESXi",,4
T1021.007,Cloud Services,lateral-movement,"IaaS,Identity Provider,Office Suite,SaaS",,4
T1205.001,Port Knocking,"defense-evasion,persistence,command-and-control","Linux,macOS,Windows,Network Devices",,4
T1027.012,LNK Icon Smuggling,defense-evasion,Windows,,3
T1583.006,Web Services,resource-development,PRE,,1
T1528,Steal Application Access Token,credential-access,"SaaS,Containers,IaaS,Office Suite,Identity Provider",,4
T1598.002,Spearphishing Attachment,reconnaissance,PRE,,1
T1098.001,Additional Cloud Credentials,"persistence,privilege-escalation","IaaS,Identity Provider,SaaS",,5
T1204,User Execution,execution,"Linux,Windows,macOS,IaaS,Containers",,3
T1491.001,Internal Defacement,impact,"ESXi,Linux,macOS,Windows",,5
T1564.002,Hidden Users,defense-evasion,"macOS,Windows,Linux",,3
T1134.003,Make and Impersonate Token,"defense-evasion,privilege-escalation",Windows,,5
T1552.006,Group Policy Preferences,credential-access,Windows,,4
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,"Linux,macOS,Windows,ESXi",,4
T1087.004,Cloud Account,discovery,"IaaS,Identity Provider,Office Suite,SaaS",,2
T1057,Process Discovery,discovery,"ESXi,Linux,macOS,Network Devices,Windows",,2
T1562.003,Impair Command History Logging,defense-evasion,"ESXi,Linux,macOS,Network Devices,Windows",,3
T1556.008,Network Provider DLL,"credential-access,defense-evasion,persistence",Windows,,4
T1546.003,Windows Management Instrumentation Event Subscription,"privilege-escalation,persistence",Windows,,5
T1596.004,CDNs,reconnaissance,PRE,,1
T1497.002,User Activity Based Checks,"defense-evasion,discovery","Linux,Windows,macOS",,3
T1496.004,Cloud Service Hijacking,impact,SaaS,,5
T1585.003,Cloud Accounts,resource-development,PRE,,1
T1072,Software Deployment Tools,"execution,lateral-movement","Linux,macOS,Network Devices,SaaS,Windows",,4
T1041,Exfiltration Over C2 Channel,exfiltration,"ESXi,Linux,macOS,Windows",,4
T1134.004,Parent PID Spoofing,"defense-evasion,privilege-escalation",Windows,,5
T1591,Gather Victim Org Information,reconnaissance,PRE,,1
T1606,Forge Web Credentials,credential-access,"SaaS,Windows,macOS,Linux,IaaS,Office Suite,Identity Provider",,4
T1621,Multi-Factor Authentication Request Generation,credential-access,"Windows,Linux,macOS,IaaS,SaaS,Office Suite,Identity Provider",,4
T1554,Compromise Host Software Binary,persistence,"Linux,macOS,Windows,ESXi",,3
T1552.008,Chat Messages,credential-access,"SaaS,Office Suite",,4
T1059.001,PowerShell,execution,Windows,,3
T1546.001,Change Default File Association,"privilege-escalation,persistence",Windows,,5
T1055.014,VDSO Hijacking,"defense-evasion,privilege-escalation",Linux,,5
T1071.002,File Transfer Protocols,command-and-control,"ESXi,Linux,macOS,Network Devices,Windows",,4
T1679,Selective Exclusion,defense-evasion,Windows,,3
T1212,Exploitation for Credential Access,credential-access,"Linux,Windows,macOS,Identity Provider",,4
T1546.014,Emond,"privilege-escalation,persistence",macOS,,5
T1102.003,One-Way Communication,command-and-control,"Linux,macOS,Windows,ESXi",,4
T1590,Gather Victim Network Information,reconnaissance,PRE,,1
T1210,Exploitation of Remote Services,lateral-movement,"Linux,Windows,macOS,ESXi",,4
T1534,Internal Spearphishing,lateral-movement,"Windows,macOS,Linux,SaaS,Office Suite",,4
T1574.010,Services File Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1547.001,Registry Run Keys / Startup Folder,"persistence,privilege-escalation",Windows,,5
T1199,Trusted Relationship,initial-access,"Windows,SaaS,IaaS,Linux,macOS,Identity Provider,Office Suite",,5
T1136.003,Cloud Account,persistence,"IaaS,SaaS,Office Suite,Identity Provider",,3
T1069.001,Local Groups,discovery,"Linux,macOS,Windows",,2
T1593,Search Open Websites/Domains,reconnaissance,PRE,,1
T1562.013,Disable or Modify Network Device Firewall,defense-evasion,Network Devices,,3
T1098,Account Manipulation,"persistence,privilege-escalation","Containers,ESXi,IaaS,Identity Provider,Linux,macOS,Network Devices,Office Suite,SaaS,Windows",,5
T1048,Exfiltration Over Alternative Protocol,exfiltration,"ESXi,IaaS,Linux,macOS,Network Devices,Office Suite,SaaS,Windows",,4
T1547.006,Kernel Modules and Extensions,"persistence,privilege-escalation","macOS,Linux",,5
T1678,Delay Execution,defense-evasion,"Linux,macOS,Windows",,3
T1056.002,GUI Input Capture,"collection,credential-access","macOS,Windows,Linux",,4
T1588.002,Tool,resource-development,PRE,,1
T1052.001,Exfiltration over USB,exfiltration,"Linux,Windows,macOS",,4
T1574.013,KernelCallbackTable,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1597,Search Closed Sources,reconnaissance,PRE,,1
T1053.006,Systemd Timers,"execution,persistence,privilege-escalation",Linux,,5
T1566,Phishing,initial-access,"Identity Provider,Linux,macOS,Office Suite,SaaS,Windows",,5
T1542.004,ROMMONkit,"defense-evasion,persistence",Network Devices,,3
T1218.001,Compiled HTML File,defense-evasion,Windows,,3
T1496.001,Compute Hijacking,impact,"Windows,IaaS,Linux,macOS,Containers",,5
T1070.005,Network Share Connection Removal,defense-evasion,Windows,,3
T1090.003,Multi-hop Proxy,command-and-control,"ESXi,Linux,macOS,Network Devices,Windows",,4
T1110,Brute Force,credential-access,"Containers,ESXi,IaaS,Identity Provider,Linux,macOS,Network Devices,Office Suite,SaaS,Windows",,4
T1059.004,Unix Shell,execution,"ESXi,Linux,macOS,Network Devices",,3
T1137.003,Outlook Forms,persistence,"Windows,Office Suite",,3
T1219.003,Remote Access Hardware,command-and-control,"Linux,macOS,Windows",,4
T1562.001,Disable or Modify Tools,defense-evasion,"Containers,IaaS,Linux,macOS,Network Devices,Windows",,3
T1565,Data Manipulation,impact,"Linux,macOS,Windows",,5
T1559,Inter-Process Communication,execution,"Linux,macOS,Windows",,3
T1001,Data Obfuscation,command-and-control,"ESXi,Linux,macOS,Windows",,4
T1039,Data from Network Shared Drive,collection,"Linux,macOS,Windows",,2
T1584.006,Web Services,resource-development,PRE,,1
T1601,Modify System Image,defense-evasion,Network Devices,,3
T1574,Hijack Execution Flow,"persistence,privilege-escalation,defense-evasion","Linux,macOS,Windows",,5
T1036.012,Browser Fingerprint,defense-evasion,"Linux,macOS,Windows",,3
T1059.011,Lua,execution,"Linux,Network Devices,Windows,macOS",,3
T1027.005,Indicator Removal from Tools,defense-evasion,"Linux,macOS,Windows",,3
T1204.003,Malicious Image,execution,"IaaS,Containers",,3
T1543.005,Container Service,"persistence,privilege-escalation",Containers,,5
T1078,Valid Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Containers,ESXi,IaaS,Identity Provider,Linux,macOS,Network Devices,Office Suite,SaaS,Windows",,5
T1571,Non-Standard Port,command-and-control,"ESXi,Linux,macOS,Windows",,4
T1585.001,Social Media Accounts,resource-development,PRE,,1
T1055.012,Process Hollowing,"defense-evasion,privilege-escalation",Windows,,5
T1068,Exploitation for Privilege Escalation,privilege-escalation,"Containers,Linux,macOS,Windows",,5
T1564.009,Resource Forking,defense-evasion,macOS,,3
T1531,Account Access Removal,impact,"Linux,macOS,Windows,SaaS,IaaS,Office Suite,ESXi",,5
T1110.004,Credential Stuffing,credential-access,"Windows,SaaS,IaaS,Linux,macOS,Containers,Network Devices,Office Suite,Identity Provider,ESXi",,4
T1027,Obfuscated Files or Information,defense-evasion,"ESXi,Linux,macOS,Network Devices,Windows",,3
T1556.006,Multi-Factor Authentication,"credential-access,defense-evasion,persistence","Windows,SaaS,IaaS,Linux,macOS,Office Suite,Identity Provider",,4
T1114.002,Remote Email Collection,collection,"Windows,Office Suite",,2
T1505.004,IIS Components,persistence,Windows,,3
T1036.001,Invalid Code Signature,defense-evasion,"Windows,macOS",,3
T1564.006,Run Virtual Instance,defense-evasion,"Linux,macOS,Windows,ESXi",,3
T1027.014,Polymorphic Code,defense-evasion,"Windows,macOS,Linux",,3
T1201,Password Policy Discovery,discovery,"Windows,Linux,macOS,IaaS,Network Devices,Identity Provider,SaaS,Office Suite",,2
